,index,label,review,scores,compound,Sentiment_of_the_Review
308,309,Positive,Battery life is very good.,"{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.4927}",0.4927,Positive
309,310,Neutral,Only drawback is its price.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
310,311,Positive,Overall it’s a good product.,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,Positive
311,312,Extremely positive,Awesome Camera As this iPhone offers well stable iOS and one of the best hardwares this is a nice phone to buy Nice product and gorgeous...!,"{'neg': 0.0, 'neu': 0.507, 'pos': 0.493, 'compound': 0.9551}",0.9551,Extremely positive
312,313,Positive,Very nice camera quality.,"{'neg': 0.0, 'neu': 0.492, 'pos': 0.508, 'compound': 0.4754}",0.4754,Positive
313,314,Positive,Display is too good...,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
314,315,Positive,Body is also good.,"{'neg': 0.0, 'neu': 0.508, 'pos': 0.492, 'compound': 0.4404}",0.4404,Positive
315,316,Negetive,"Is has many hidden features than iphone 12 and 11 and all old products... Will give my score for each specs out of 5

1.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
316,317,Neutral,"Performance - 5/5
2.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
317,318,Neutral,"Camera - 5/5
3.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
318,319,Neutral,"Battery life - 5/5
4.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
319,320,Neutral,"Charging speed - 2/5
5.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
320,321,Neutral,Sound quality - 4/5 I was looking to buy a new smartphone after my POCO F1 started having issues.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
321,322,Positive,"If you are someone like my who's looking to move from Android to iOS, don't think twice and go ahead with the purchase.","{'neg': 0.0, 'neu': 0.898, 'pos': 0.102, 'compound': 0.3612}",0.3612,Positive
322,323,Positive,I got the phone on release day and the experience so far has been hassle free.,"{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.5106}",0.5106,Extremely positive
323,324,Positive,"If you have any other Apple devices, then the decision is a no brainer since sum of the each part is greater than the individual ones.","{'neg': 0.079, 'neu': 0.83, 'pos': 0.09, 'compound': 0.0772}",0.0772,Positive
324,325,Neutral,One thing Apple should work on is adding 120Hz screen and switch to Type C port.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
325,326,Positive,I'm more than happy with my purchase.,"{'neg': 0.0, 'neu': 0.601, 'pos': 0.399, 'compound': 0.6096}",0.6096,Extremely positive
326,327,Extremely positive,"Worth product Very Nice mobile Best phone in the class
And I am really happy with the phone and I really love it
The best Very good phone Amazing phone with great features.","{'neg': 0.0, 'neu': 0.396, 'pos': 0.604, 'compound': 0.9877}",0.9877,Extremely positive
327,328,Extremely positive,User friendly wont be switching to android again I think Buy iphone if you really want a product from Apple and if you want smart phone with lots of features go with android phones.,"{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.7956}",0.7956,Extremely positive
328,329,Extremely positive,Best feature in iPhone 13 is only camera which gives best in class picture quality even in low light.,"{'neg': 0.079, 'neu': 0.604, 'pos': 0.317, 'compound': 0.8074}",0.8074,Extremely positive
329,330,Neutral,Before time delivery and original product .,"{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.3182}",0.3182,Positive
330,331,Extremely positive,Apple is beyond doubt the best phone maker have shifted from flagship samsung and liking the change .,"{'neg': 0.105, 'neu': 0.546, 'pos': 0.349, 'compound': 0.7003}",0.7003,Extremely positive
331,332,Extremely positive,"The fit n fineese of ghe product is amazing , battery backup is superb and airdrop is super fast like a blink .","{'neg': 0.0, 'neu': 0.455, 'pos': 0.545, 'compound': 0.9501}",0.9501,Extremely positive
332,333,Extremely positive,I short must go for iphn 13 pretty well balanced and hopefully will last for 5yrs as my ipad which is running solid since 2017.,"{'neg': 0.0, 'neu': 0.676, 'pos': 0.324, 'compound': 0.8225}",0.8225,Extremely positive
333,334,Neutral,Make the shift from android as apple ios is buttery smooth.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
334,335,Neutral, The name “iPhone 13” says it all.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
335,336,Extremely positive,I used to use iPhone 8 before this after using iPhone 8 it really gives me superb performance and have no complaints to it.The all new colour Green gives an awesome and new look.,"{'neg': 0.121, 'neu': 0.669, 'pos': 0.21, 'compound': 0.6771}",0.6771,Extremely positive
336,337,Positive,"No regret for upgrading to iPhone 13  Amazing phone , Amazing Battery life , Stunning camera , and the videos are like wooooow , every one is sure to ask you which device did you use to upload these premium quality videos .","{'neg': 0.098, 'neu': 0.608, 'pos': 0.294, 'compound': 0.875}",0.875,Extremely positive
337,338,Positive,Battery is rocking gives more than a day backup Good Display... Fast performance... Great battery life for an iPhone.,"{'neg': 0.0, 'neu': 0.696, 'pos': 0.304, 'compound': 0.7906}",0.7906,Extremely positive
338,339,Extremely positive,"The phone is simply great, however costs much higher than the competition so not at all a value for money in india ,
Camera - simply one of the best i have ever used in a phone
Os - buttery smooth
Battery - best in class as compared to previous iphones
Display- one of the best display , but not a 60hz, you won’t notice the difference untill you get a iphone 13 pro for a whole day, however ios manage 60hz smoothly
Security - the main reason i choose ios over anyother android, and yes its great and gives a peace of mind that my data is secured with ios.","{'neg': 0.013, 'neu': 0.728, 'pos': 0.259, 'compound': 0.9841}",0.9841,Extremely positive
339,340,Positive,I also now enjoy my ipad more than before due to the eco system apple provided .,"{'neg': 0.0, 'neu': 0.814, 'pos': 0.186, 'compound': 0.4939}",0.4939,Positive
340,341,Extremely positive,"Overall a great phone but a bit expensive to the functionality it offers , but would recommend iphone12 if you are looking for a great value for money.","{'neg': 0.0, 'neu': 0.579, 'pos': 0.421, 'compound': 0.9387}",0.9387,Extremely positive
341,342,Positive,Not a great difference but that phone cost 30k less than iphone 13 on sales which is way better deal than this one.,"{'neg': 0.083, 'neu': 0.769, 'pos': 0.148, 'compound': 0.4025}",0.4025,Positive
342,343,Neutral,First time I switched from android to ios .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
343,344,Extremely positive,Yeah there is some points which I don’t like in ios but in aspect of phone (iPhone 13) I would say it’s fantastic.,"{'neg': 0.0, 'neu': 0.686, 'pos': 0.314, 'compound': 0.8047}",0.8047,Extremely positive
344,345,Neutral,And battery backup is really gud I have used it for avg.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
345,346,Negetive,4hrs screen on time and it show 20% left after 48hrs.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
346,347,Positive,Rest camera is perfect.,"{'neg': 0.0, 'neu': 0.448, 'pos': 0.552, 'compound': 0.5719}",0.5719,Extremely positive
347,348,Neutral,"But i was disappointed from seller’s packaging ,pls improve ur packaging it’s iPhone person who spends 80k expect something from you.","{'neg': 0.157, 'neu': 0.643, 'pos': 0.2, 'compound': 0.0387}",0.0387,Positive
348,349,Positive,"Scores high on style, looks, great camera, fast.","{'neg': 0.0, 'neu': 0.631, 'pos': 0.369, 'compound': 0.6249}",0.6249,Extremely positive
349,350,Neutral,iPhone set-up from previous versions of iPhone is very very fast and smooth.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
350,351,Negetive,Entire set-up took just 10-15 mins and everything was copied over w/o any loss of data.,"{'neg': 0.133, 'neu': 0.867, 'pos': 0.0, 'compound': -0.3182}",-0.3182,Negetive
351,352,Positive,Face ID set-up is very powerful.,"{'neg': 0.0, 'neu': 0.618, 'pos': 0.382, 'compound': 0.4754}",0.4754,Positive
352,353,Neutral,Battery life could be still better.,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}",0.4404,Positive
353,354,Neutral,Obviously price point could be a little more affordable.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
354,355,Extremely positive,Highly recommended to buy this phone as I have switched from Android to iOS but still I am feeling very comfortable to use this phone as it is user friendly.,"{'neg': 0.0, 'neu': 0.658, 'pos': 0.342, 'compound': 0.9097}",0.9097,Extremely positive
355,356,Extremely positive,"Amazon sells original product and keeps you updated about the delivery unlike other marketplaces and also provides great discounts which is amazing, so for the one's planning to buy can go ahead and choose Amazon to buy an iPhone.","{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.9118}",0.9118,Extremely positive
356,357,Neutral,I was not sure whether to buy from Amazon or not as I was more willing to buy it directly from Apple online store.,"{'neg': 0.083, 'neu': 0.845, 'pos': 0.072, 'compound': -0.0675}",-0.0675,Negetive
357,358,Positive,"But because of 11k discount, I ordered it from Amazon and the product received is good and I have verified the warranty on Apple website using serial number.","{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.7469}",0.7469,Extremely positive
358,359,Positive,First thanks to Amazon for providing the original product.,"{'neg': 0.0, 'neu': 0.465, 'pos': 0.535, 'compound': 0.7096}",0.7096,Extremely positive
359,360,Positive,Battery backup seems to be good which was the main issue with iPhones.,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.4404}",0.4404,Positive
360,361,Neutral,The only cons I have noticed is a low signal in some areas.,"{'neg': 0.174, 'neu': 0.826, 'pos': 0.0, 'compound': -0.2732}",-0.2732,Negetive
361,362,Positive,"All of good 😊
Fingerprint print reader is very fast ⏩ Initially, I thought of compromising with camera features and decided to buy iPhone 13.","{'neg': 0.0, 'neu': 0.879, 'pos': 0.121, 'compound': 0.4404}",0.4404,Positive
362,363,Negetive,"But now, I regret.","{'neg': 0.649, 'neu': 0.351, 'pos': 0.0, 'compound': -0.5719}",-0.5719,Extremely Negetive
363,364,Extremely positive,"iPhone camera definitely needs improvement, otherwise iPhone is best.","{'neg': 0.0, 'neu': 0.377, 'pos': 0.623, 'compound': 0.872}",0.872,Extremely positive
364,365,Positive,You may also feel little heavy when compared to other leading flagship mobiles.,"{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.1027}",0.1027,Positive
365,366,Neutral,There is a Light source flares on camera image when you direct your phone camera on light source.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
366,367,Neutral,This is creating green light spot on image.,"{'neg': 0.0, 'neu': 0.761, 'pos': 0.239, 'compound': 0.296}",0.296,Positive
367,368,Negetive,It is problem with the iPhone lens.,"{'neg': 0.31, 'neu': 0.69, 'pos': 0.0, 'compound': -0.4019}",-0.4019,Negetive
368,369,Extremely positive,I don’t recommend this phone if you are a fan of camera.,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.5859}",0.5859,Extremely positive
369,370,Neutral,But you can use Snapseed app to remove it.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
370,371,Extremely positive,My mom gifted me for birthday iPhone 13 was really good but sometimes it will heat apart from that mobile is good Each thing is good but as visible midnight Black that is totally different which I find so could be better if it's totally black or z black.,"{'neg': 0.0, 'neu': 0.742, 'pos': 0.258, 'compound': 0.9425}",0.9425,Extremely positive
371,372,Positive,Not recommended All is well but siri doesn’t work maximum time.,"{'neg': 0.109, 'neu': 0.76, 'pos': 0.131, 'compound': 0.0654}",0.0654,Positive
372,373,Negetive,Its too much boring to turn on and off siri to make it listen.,"{'neg': 0.15, 'neu': 0.85, 'pos': 0.0, 'compound': -0.3182}",-0.3182,Negetive
373,374,Extremely positive,apple always the best n perfect Good one but photos taken in this camera changing the originality.,"{'neg': 0.0, 'neu': 0.653, 'pos': 0.347, 'compound': 0.7096}",0.7096,Extremely positive
374,375,Extremely positive,Call recording feature for Indians is needed for free of cost It’s was awesome its speed is great I play many games but battery is not good but it’s great firm simple use It’s good Absolute rip off.,"{'neg': 0.122, 'neu': 0.59, 'pos': 0.287, 'compound': 0.8117}",0.8117,Extremely positive
375,376,Neutral,Phone keeps hanging.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
376,377,Neutral,"Its a topical iPhone similar to previous gens
But the battery life is incredibly.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
377,378,Extremely positive,"Excellent Excessive heating while setup, backup n restore STARLIGHT AMAZING Nice performance So I ordered this phone from apple’s official website.","{'neg': 0.0, 'neu': 0.531, 'pos': 0.469, 'compound': 0.9222}",0.9222,Extremely positive
378,379,Extremely positive,And have been using this for the past 1 week and trust me it has one of the best batteries you will find on any phone.,"{'neg': 0.0, 'neu': 0.754, 'pos': 0.246, 'compound': 0.8176}",0.8176,Extremely positive
379,380,Neutral,I am a moderate user when it comes to cellphones i.e the basic Instagram Facebook WhatsApp YouTube and Netflix.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
380,381,Neutral,This phone if charged fully lasts up to 24 hours if used moderately without any heavy gaming.,"{'neg': 0.101, 'neu': 0.899, 'pos': 0.0, 'compound': -0.2023}",-0.2023,Negetive
381,382,Negetive,The reason I am writing this review is because of the useless comments of people that are rated high but can’t actually afford this phone.,"{'neg': 0.076, 'neu': 0.924, 'pos': 0.0, 'compound': -0.2263}",-0.2263,Negetive
382,383,Extremely positive,Coming from one plus 6t this phone is a huge jump (I love my one plus… still using it as my work phone) but it is obviously a lot to adjust to since we are completely switching to a different OS seems like shifting to a different nation all together.,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.7579}",0.7579,Extremely positive
383,384,Extremely positive,Anyway.. if you do have a good enough budget you should definitely go for this beauty The biggest improvement I have noted is the battery life.,"{'neg': 0.0, 'neu': 0.604, 'pos': 0.396, 'compound': 0.9201}",0.9201,Extremely positive
384,385,Positive,It’s really good.,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.4927}",0.4927,Positive
385,386,Neutral,Upgraded from my 7 plus after 4.6 years.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
386,387,Positive,Another thing I like is MagSafe charging.,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.3612}",0.3612,Positive
387,388,Negetive,One of the main issue I face with my old phone was charging port failure due to dust accumulation.,"{'neg': 0.163, 'neu': 0.837, 'pos': 0.0, 'compound': -0.5106}",-0.5106,Extremely Negetive
388,389,Positive,MagSafe charge helps from above said issue.,"{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.3818}",0.3818,Positive
389,390,Negetive,Of course we have to pay for that extra.,"{'neg': 0.149, 'neu': 0.851, 'pos': 0.0, 'compound': -0.1027}",-0.1027,Negetive
390,391,Positive,"Even though am enjoying bigger battery ,the thickness increased a bit and it is bit annoying.","{'neg': 0.134, 'neu': 0.594, 'pos': 0.272, 'compound': 0.4215}",0.4215,Positive
391,392,Negetive,"My advice is it’s a highly paid model, so use it minimum 3 years.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
392,393,Positive,"Iphone 13(blue), Outlook looks good but not attractive, looks dim.","{'neg': 0.238, 'neu': 0.613, 'pos': 0.149, 'compound': -0.2867}",-0.2867,Negetive
393,394,Neutral,"After usage of 20min, I can see fingerprints all over the phone.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
394,395,Positive,"Cinematic video features looks great, can't use Iphone 13 charging cable with other iphone adapters.","{'neg': 0.0, 'neu': 0.773, 'pos': 0.227, 'compound': 0.6249}",0.6249,Extremely positive
395,396,Neutral,Finally my first iPhone experience is average.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
396,397,Neutral,The smartphone marketplace has changed drastically over the span of the past few years.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
397,398,Extremely positive,"Over the years, it has become more competitive than ever before with a lot of smartphone makers launching their flagship devices every six months.","{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.3384}",0.3384,Positive
398,399,Positive,"Amid these challenging times Apple, like a bunch of other companies, has maintained a yearly update cycle for its iPhones.","{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.4767}",0.4767,Positive
399,400,Neutral,"In this series, the company, as is customary, announced the iPhone 13 as its successor to last year’s iPhone 12.","{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.2263}",0.2263,Positive
400,401,Extremely positive,"The newly launched iPhone 13 delivers minor upgrades over the iPhone 12, which includes a smarter camera, a brighter display, a bigger battery and of course, a more advanced processor to name a few.","{'neg': 0.0, 'neu': 0.727, 'pos': 0.273, 'compound': 0.8122}",0.8122,Extremely positive
401,402,Neutral,Then there are features like a smaller notch and a less pronounced rear camera module that might seem insignificant compared to the mentioned features but make a world of difference when it comes to usage.,"{'neg': 0.051, 'neu': 0.897, 'pos': 0.052, 'compound': 0.0129}",0.0129,Positive
402,403,Extremely positive,"Sure, it’s a tad bit heavier than the iPhone 12 but if you compare it with some of the older iPhone models, like the iPhone 11 or the iPhone XR that I have been using, for what seems like aeons now, you will be grateful for everything that the iPhone 13 offers.","{'neg': 0.0, 'neu': 0.791, 'pos': 0.209, 'compound': 0.9032}",0.9032,Extremely positive
403,404,Extremely positive,Good offers Camera is not impressive comperative its old phones.,"{'neg': 0.199, 'neu': 0.588, 'pos': 0.213, 'compound': 0.0511}",0.0511,Positive
404,405,Positive,Good Phone Same as I phone 12 😑.,"{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.4404}",0.4404,Positive
405,406,Extremely positive,Who so ever is reading this review I suggest go for I phone 12 Apple Marketing has done quite a good job month after month to keep people on their toes with their new launches where there is nothing great about this phone.,"{'neg': 0.074, 'neu': 0.854, 'pos': 0.072, 'compound': -0.0261}",-0.0261,Negetive
406,407,Negetive,I have been on Android for almost inception of phones and switching to iPhone is just a pain.,"{'neg': 0.18, 'neu': 0.82, 'pos': 0.0, 'compound': -0.5106}",-0.5106,Extremely Negetive
407,408,Neutral,1,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
408,409,Positive,No guide or help to transfer your critical data(Move to iOS doesnt work at all with high amount of data transfer.,"{'neg': 0.179, 'neu': 0.714, 'pos': 0.107, 'compound': -0.2023}",-0.2023,Negetive
409,410,Positive,"If you want to buy, go to brick and motor shop and get your data transfer then and there.","{'neg': 0.0, 'neu': 0.933, 'pos': 0.067, 'compound': 0.0772}",0.0772,Positive
410,411,Neutral,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
411,412,Positive,"Over hyped phone, nothing great i have found in the phone.","{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.5096}",-0.5096,Extremely Negetive
412,413,Neutral,May be i will find it better.,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}",0.4404,Positive
413,414,Neutral,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
414,415,Neutral,Total stuck with ecosystem.,"{'neg': 0.4, 'neu': 0.6, 'pos': 0.0, 'compound': -0.25}",-0.25,Negetive
415,416,Neutral,4,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
416,417,Neutral,At 90K they don't provide charger and are selling the same as extra.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
417,418,Positive,Total cheap strategy to earn more and promote their magsafe.,"{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.4364}",0.4364,Positive
418,419,Positive,I am not a happy customer till now!,"{'neg': 0.397, 'neu': 0.603, 'pos': 0.0, 'compound': -0.509}",-0.509,Extremely Negetive
419,420,Positive,"In a world where we talk about openness and open for integration, apple gives you a kind of black box... Boo to Apple!","{'neg': 0.0, 'neu': 0.881, 'pos': 0.119, 'compound': 0.4003}",0.4003,Positive
420,421,Neutral,I switched from Oneplus 5t to iPhone 13.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
421,422,Neutral,The reasons I switched was 1.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
422,423,Positive,Battery life of Oneplus 5t deteriorated rapidly and OnePlus hardly cared to explain this.,"{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.3626}",0.3626,Positive
423,424,Negetive,I also suspected that OnePlus deliberately created a bug that led to sudden drop in battery life.,"{'neg': 0.222, 'neu': 0.667, 'pos': 0.111, 'compound': -0.25}",-0.25,Negetive
424,425,Neutral,2,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
425,426,Positive,Wanted to get an Android phone but could not find even one decent phone that did not have heating issues.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
426,427,Neutral,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
427,428,Negetive,Oneplus device also suffered from Screenburn.,"{'neg': 0.39, 'neu': 0.61, 'pos': 0.0, 'compound': -0.4939}",-0.4939,Negetive
428,429,Negetive,"Having switched the battery life is sorted and the phone does not have any heating issues but iPhones lack basic features such as

1.","{'neg': 0.114, 'neu': 0.886, 'pos': 0.0, 'compound': -0.4497}",-0.4497,Negetive
429,430,Neutral,"Display of date and time on status bar
2.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
430,431,Negetive,The rounded edges of the phone create a problem as some apps with options at the bottom of the screen are not properly displayed.,"{'neg': 0.105, 'neu': 0.814, 'pos': 0.081, 'compound': -0.1531}",-0.1531,Negetive
431,432,Neutral,3,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
432,433,Positive,Amazon App does not allow purchase if Kindle books on iOS devices.,"{'neg': 0.125, 'neu': 0.748, 'pos': 0.127, 'compound': 0.0088}",0.0088,Positive
433,434,Neutral,4,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
434,435,Negetive,Typing is a problem as the screen is smaller compared to a OnePlus device.,"{'neg': 0.197, 'neu': 0.803, 'pos': 0.0, 'compound': -0.4019}",-0.4019,Negetive
435,436,Positive,"Overall, I am neither too happy nor too sad with the purchase though I must confess that price of the phone seems exorbitant vis a vis the value delivered.","{'neg': 0.097, 'neu': 0.743, 'pos': 0.16, 'compound': 0.2396}",0.2396,Positive
436,437,Neutral,"This is my first IPhone

Phone looks and feels premium in hand, definitely you cannot compare with Chinese android phones.","{'neg': 0.0, 'neu': 0.753, 'pos': 0.247, 'compound': 0.7096}",0.7096,Extremely positive
437,438,Neutral,"Battery is sufficient for normal day to day use, if you use hotspot then it will be drained in 5 hours, I don’t play games so can’t comment.","{'neg': 0.087, 'neu': 0.83, 'pos': 0.083, 'compound': -0.0258}",-0.0258,Negetive
438,439,Positive,"Security, OS and hardware comprised intact kudos to apple for that, this is where iPhone stands out from other phones.","{'neg': 0.0, 'neu': 0.694, 'pos': 0.306, 'compound': 0.7579}",0.7579,Extremely positive
439,440,Extremely positive,Volume and camera is amazing and you feel next level if you are switching from Chinese smart phones.,"{'neg': 0.0, 'neu': 0.711, 'pos': 0.289, 'compound': 0.7579}",0.7579,Extremely positive
440,441,Neutral,Same Dolby and oled display feels premium in iphone.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
441,442,Positive,"Didn’t explore much on apple eco system, how ever I understood that you need to spend some extra bugs than usual if you want to be a premium user of apple eco system.","{'neg': 0.0, 'neu': 0.958, 'pos': 0.042, 'compound': 0.0772}",0.0772,Positive
442,443,Positive,"Nothing comes for free here, in fact you would loose the freedom of being an android user (less customisation and no side loaders)

In a good way, if you respect your privacy, security and getting premium services in the market you should choose iPhone.","{'neg': 0.129, 'neu': 0.645, 'pos': 0.226, 'compound': 0.7505}",0.7505,Extremely positive
443,444,Extremely positive,"New users are good to go for iPhone 13 with few extra grands with the current offers, you will get extra features that are missing in 12.","{'neg': 0.073, 'neu': 0.831, 'pos': 0.096, 'compound': 0.1779}",0.1779,Positive
444,445,Positive,"12 users forget about upgrading to 13 it will be a joke for you, it won’t worth it.","{'neg': 0.095, 'neu': 0.7, 'pos': 0.205, 'compound': 0.296}",0.296,Positive
445,446,Neutral,Reviewing after 2 months usage.,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
446,447,Neutral,"+ve:
1.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
447,448,Neutral,"Battery
2.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
448,449,Neutral,"Display
3.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
449,450,Neutral,"Camera

-ve:
1.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
450,451,Neutral,"Screen not responding in all the corners, I need to click three or four times
2.","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0,Neutral
451,452,Neutral,"Portrait mode pictures , one plus does better than this
3.","{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4404}",0.4404,Positive
452,453,Neutral,"Phone got Stuck three times
4.","{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.25}",-0.25,Negetive
453,454,Negetive,"When I play PUBG/BGMI fire button takes some time to respond (not sure it’s BGMI issue ) and also with mobile data BGMI not able to handle extreme graphics

Note : these are all my experiences as new iPhone user who used Oneplus7 earlier.","{'neg': 0.053, 'neu': 0.843, 'pos': 0.104, 'compound': 0.3182}",0.3182,Positive
454,455,Positive,Battery drains fast and it should not be priced more than Rs 60000 Good phone Supar I was a android user from long time and had a thought of shifting to ios .,"{'neg': 0.0, 'neu': 0.906, 'pos': 0.094, 'compound': 0.4404}",0.4404,Positive
455,456,Extremely positive,"IOS is awesome but not actually as android we can get samsung s20 with great value and compitable with 13 Not up to mark, somany glitches, and when contacts service support and centre physically both advise for formate and reset mobile, if u don’t want mobile for show off then go for better options with higher end android.","{'neg': 0.0, 'neu': 0.717, 'pos': 0.283, 'compound': 0.9645}",0.9645,Extremely positive
456,457,Positive,"Siri not working proper
Heating issues
Back button missing I'm not satisfied with overall experience that this phone offers; camera, display, and feel are not good for this price.","{'neg': 0.211, 'neu': 0.789, 'pos': 0.0, 'compound': -0.713}",-0.713,Extremely Negetive
457,458,Positive,"tl;dr:
If you can spend more money and want a better camera go with Pro or ProMax
If you like the Apple EcoSystem you can get this else stick to Android

Pros :
1.","{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.7152}",0.7152,Extremely positive
458,459,Extremely positive,Good Display / Brightness (Supports Dark mode and You can control White Tone which is nice).,"{'neg': 0.0, 'neu': 0.703, 'pos': 0.297, 'compound': 0.6705}",0.6705,Extremely positive
